"OrderID","OrderDate","CompanyName","Country","OrderValue","ItemsInOrder","OrderSegment"
11813,"2012-12-31 02:40:54",Richter Supermarkt,Switzerland,61832.62,76,High Value
14481,"2013-03-09 12:26:24",Rattlesnake Canyon Grocery,USA,61831.18,71,High Value
11696,"2016-07-10 07:47:32",Laughing Bacchus Wine Cellars,Canada,61822.5,75,High Value
21887,"2014-09-21 05:47:20",Suprêmes délices,Belgium,61791.57,70,High Value
26494,"2018-11-05 05:48:24",Wolski  Zajazd,Poland,61779.33,72,High Value
17684,"2023-08-21 18:01:37",Alfreds Futterkiste,Germany,61769.41,77,High Value
19185,"2012-07-16 09:41:10",Folies gourmandes,France,61758.78,73,High Value
13186,"2021-12-16 03:40:16",Lehmanns Marktstand,Germany,61720.4,77,High Value
16072,"2017-08-04 17:52:37",GROSELLA-Restaurante,Venezuela,61716.93,66,High Value
20106,"2012-08-01 18:56:37",Bottom-Dollar Markets,Canada,61701.58,73,High Value
22527,"2022-07-10 21:39:38",Richter Supermarkt,Switzerland,61691.14,76,High Value
12915,"2014-10-20 11:04:15",Franchi S.p.A.,Italy,61628.64,77,High Value
25130,"2014-11-07 07:39:37",Cactus Comidas para llevar,Argentina,61617.33,74,High Value
13519,"2018-12-08 18:38:28",Let's Stop N Shop,USA,61552.85,77,High Value
18258,"2019-06-08 18:05:36",La maison d'Asie,France,61494.96,77,High Value
13948,"2020-10-02 09:14:04",HILARION-Abastos,Venezuela,61487.81,75,High Value
14606,"2012-11-24 01:52:11",Die Wandernde Kuh,Germany,61483.06,72,High Value
23020,"2016-05-22 23:37:35",White Clover Markets,USA,61431.66,75,High Value
23478,"2022-05-14 07:10:14",La maison d'Asie,France,61421.25,68,High Value
14574,"2023-07-17 05:20:11",Bólido Comidas preparadas,Spain,61410.59,73,High Value
24092,"2017-01-19 06:52:39",Wilman Kala,Finland,61362.21,76,High Value
24421,"2014-11-27 10:22:36",North/South,UK,61351.35,68,High Value
19579,"2019-02-18 23:50:17",Tortuga Restaurante,Mexico,61311.73,72,High Value
17152,"2017-01-16 10:41:44",Toms Spezialitäten,Germany,61273.91,74,High Value
23531,"2014-07-08 09:56:19",Mère Paillarde,Canada,61256.08,76,High Value
12270,"2019-12-04 13:44:28",Vins et alcools Chevalier,France,61253.48,77,High Value
13482,"2018-08-16 11:20:07",The Cracker Box,USA,61216.21,72,High Value
19839,"2022-08-21 01:35:22",Piccolo und mehr,Austria,61209.83,76,High Value
18306,"2018-12-29 14:50:23",Tortuga Restaurante,Mexico,61189.62,75,High Value
22924,"2014-07-24 05:12:45",Blauer See Delikatessen,Germany,61189.18,76,High Value
11794,"2015-08-01 10:45:00",Morgenstern Gesundkost,Germany,61181.67,72,High Value
19033,"2023-05-07 03:58:55",Bon app',France,61169.66,76,High Value
26037,"2022-02-27 12:20:17",Consolidated Holdings,UK,61167.29,76,High Value
21607,"2021-07-20 22:02:24",Eastern Connection,UK,61148.66,68,High Value
22354,"2016-02-05 08:14:31",Blondesddsl père et fils,France,61117.58,71,High Value
23792,"2017-05-15 20:46:24",La corne d'abondance,France,61102.59,71,High Value
17270,"2019-01-17 14:29:17",Great Lakes Food Market,USA,61083.62,77,High Value
19517,"2019-04-20 22:47:06",Wolski  Zajazd,Poland,61075.75,76,High Value
16965,"2021-01-12 08:30:01",Paris spécialités,France,61074.53,69,High Value
11779,"2013-07-24 06:30:37",Pericles Comidas clásicas,Mexico,61074.09,75,High Value
23146,"2013-05-05 19:08:26",Suprêmes délices,Belgium,61047.28,76,High Value
16407,"2023-06-17 18:46:09",Frankenversand,Germany,61043.86,72,High Value
25142,"2013-02-27 01:36:10",Ana Trujillo Emparedados y helados,Mexico,61013.34,72,High Value
21120,"2016-12-28 19:40:28",The Cracker Box,USA,60991.84,75,High Value
25351,"2021-09-26 17:08:13",Comércio Mineiro,Brazil,60988.83,76,High Value
20950,"2014-03-04 16:36:46",Wartian Herkku,Finland,60987.75,77,High Value
23033,"2013-02-02 12:45:15",Lazy K Kountry Store,USA,60986.56,76,High Value
13335,"2023-03-18 01:46:16",Antonio Moreno Taquería,Mexico,60980.73,73,High Value
19590,"2019-08-07 09:20:43",Lehmanns Marktstand,Germany,60972.14,69,High Value
11651,"2012-11-03 18:51:43",Queen Cozinha,Brazil,60963.1,74,High Value
11555,"2016-01-20 10:52:38",Ottilies Käseladen,Germany,60959.35,75,High Value
18373,"2015-12-21 12:23:19",Mère Paillarde,Canada,60958.18,77,High Value
19311,"2022-05-05 09:37:33",Ricardo Adocicados,Brazil,60956.52,71,High Value
11485,"2022-08-04 05:51:13",Bólido Comidas preparadas,Spain,60947.53,77,High Value
11788,"2023-01-04 03:02:54",The Big Cheese,USA,60922.95,76,High Value
17422,"2012-07-30 01:48:16",Chop-suey Chinese,Switzerland,60918.92,72,High Value
23676,"2023-10-26 06:28:53",Romero y tomillo,Spain,60918.66,70,High Value
13635,"2020-11-18 09:04:49",Hanari Carnes,Brazil,60917.84,73,High Value
16468,"2020-12-06 06:16:12",The Cracker Box,USA,60915.71,75,High Value
11443,"2014-06-17 11:57:59",Ricardo Adocicados,Brazil,60913.7,76,High Value
17710,"2022-06-01 05:38:45",QUICK-Stop,Germany,60892.57,77,High Value
24807,"2019-10-26 13:07:22",Toms Spezialitäten,Germany,60891.47,76,High Value
13301,"2021-05-06 17:41:39",Tradição Hipermercados,Brazil,60829.51,66,High Value
14821,"2016-07-06 02:04:32",Hungry Owl All-Night Grocers,Ireland,60829.28,62,High Value
15315,"2018-05-11 12:20:46",Romero y tomillo,Spain,60800.18,73,High Value
23702,"2013-04-20 01:43:39",Furia Bacalhau e Frutos do Mar,Portugal,60795.86,74,High Value
16255,"2016-09-07 00:36:06",Furia Bacalhau e Frutos do Mar,Portugal,60762.8,76,High Value
24136,"2021-02-11 11:46:53",Tradição Hipermercados,Brazil,60750.4,71,High Value
18256,"2017-01-24 08:49:50",Hanari Carnes,Brazil,60740.64,70,High Value
14424,"2015-08-18 14:53:31",Princesa Isabel Vinhos,Portugal,60740.32,70,High Value
21106,"2020-03-11 07:39:22",Comércio Mineiro,Brazil,60728.22,76,High Value
15583,"2021-11-20 09:24:00",Antonio Moreno Taquería,Mexico,60671.97,71,High Value
20444,"2017-10-15 05:03:34",Around the Horn,UK,60642.6,68,High Value
26276,"2022-05-16 17:06:06",LINO-Delicateses,Venezuela,60632.69,71,High Value
25674,"2015-05-30 13:37:28",Seven Seas Imports,UK,60625.75,76,High Value
24272,"2019-02-24 08:30:02",Gourmet Lanchonetes,Brazil,60612.46,74,High Value
23356,"2020-11-27 21:38:10",France restauration,France,60602.36,72,High Value
25964,"2018-12-21 16:13:02",Around the Horn,UK,60599.47,69,High Value
20944,"2018-06-11 13:05:03",Berglunds snabbköp,Sweden,60580.54,75,High Value
26149,"2021-05-07 23:19:38",Godos Cocina Típica,Spain,60579.43,77,High Value
15932,"2019-12-08 11:17:31",Eastern Connection,UK,60561.09,77,High Value
19232,"2019-11-17 13:39:58",Hungry Owl All-Night Grocers,Ireland,60552.67,75,High Value
19115,"2022-03-30 00:41:53",Wartian Herkku,Finland,60535.09,70,High Value
16293,"2017-01-22 03:53:39",Simons bistro,Denmark,60512.93,76,High Value
16200,"2016-01-08 18:54:57",Wolski  Zajazd,Poland,60486.76,68,High Value
24232,"2019-06-17 18:27:24",Trail's Head Gourmet Provisioners,USA,60467.16,71,High Value
19093,"2013-07-11 01:05:17",Great Lakes Food Market,USA,60448.84,73,High Value
13656,"2012-10-26 00:00:19",The Cracker Box,USA,60443.95,75,High Value
16311,"2014-02-07 07:35:47",Rattlesnake Canyon Grocery,USA,60442.91,73,High Value
11487,"2015-05-05 20:50:56",Wilman Kala,Finland,60427.57,76,High Value
19237,"2018-05-30 13:40:12",Cactus Comidas para llevar,Argentina,60413.08,76,High Value
24060,"2019-10-10 07:59:43",Queen Cozinha,Brazil,60407.1,69,High Value
16067,"2020-06-10 00:40:30",Drachenblut Delikatessen,Germany,60400.11,75,High Value
13450,"2021-08-27 04:17:08",LILA-Supermercado,Venezuela,60399.92,77,High Value
12880,"2019-02-12 14:34:16",Centro comercial Moctezuma,Mexico,60388.2,65,High Value
22063,"2013-07-13 16:25:33",White Clover Markets,USA,60368.32,76,High Value
26429,"2021-12-16 19:44:04",Suprêmes délices,Belgium,60353.29,71,High Value
11559,"2023-04-04 12:06:24",Cactus Comidas para llevar,Argentina,60344.07,76,High Value
11526,"2019-11-29 17:37:07",Rattlesnake Canyon Grocery,USA,60338.42,77,High Value
21601,"2014-01-29 00:59:21",Princesa Isabel Vinhos,Portugal,60317.41,72,High Value
16478,"2014-04-01 10:38:03",Bottom-Dollar Markets,Canada,60305.73,70,High Value
23371,"2020-07-31 07:02:42",Morgenstern Gesundkost,Germany,60269.61,71,High Value
13650,"2022-03-10 14:24:44",Gourmet Lanchonetes,Brazil,60259.28,72,High Value
23485,"2012-07-31 08:32:06",Spécialités du monde,France,60217.38,72,High Value
20245,"2021-08-11 01:30:14",LILA-Supermercado,Venezuela,60206.43,73,High Value
21248,"2018-08-12 00:28:13",Blauer See Delikatessen,Germany,60177.11,64,High Value
16933,"2015-09-19 11:22:01",Queen Cozinha,Brazil,60168.41,75,High Value
17477,"2013-10-16 21:52:10",North/South,UK,60163.83,72,High Value
16267,"2018-06-07 19:07:51",LILA-Supermercado,Venezuela,60140.09,71,High Value
18610,"2020-04-12 02:56:47",Antonio Moreno Taquería,Mexico,60139.53,76,High Value
17590,"2018-03-18 13:44:21",Gourmet Lanchonetes,Brazil,60132.56,69,High Value
16529,"2016-07-15 23:45:05",Simons bistro,Denmark,60126.89,75,High Value
19052,"2023-08-03 05:58:02",HILARION-Abastos,Venezuela,60116.86,66,High Value
11956,"2014-11-07 11:29:39",QUICK-Stop,Germany,60061.94,77,High Value
25533,"2015-12-16 18:32:52",Toms Spezialitäten,Germany,60056.22,77,High Value
22430,"2017-05-18 10:22:56",Paris spécialités,France,60043.52,64,High Value
13824,"2021-04-28 19:11:08",Island Trading,UK,60040.69,71,High Value
18774,"2017-12-08 10:28:35",Franchi S.p.A.,Italy,60021.67,73,High Value
12577,"2014-11-24 11:24:50",La corne d'abondance,France,60008.79,65,High Value
25057,"2018-06-06 04:09:10",Piccolo und mehr,Austria,59986.01,72,High Value
12482,"2013-12-28 18:13:00",Pericles Comidas clásicas,Mexico,59985.27,58,High Value
22960,"2018-07-22 07:20:47",Spécialités du monde,France,59978.33,75,High Value
18304,"2013-04-24 05:23:08",Around the Horn,UK,59964.52,77,High Value
11682,"2015-07-09 13:14:58",Piccolo und mehr,Austria,59962.67,77,High Value
25432,"2017-02-03 20:52:01",Ottilies Käseladen,Germany,59951.62,77,High Value
15997,"2013-05-28 12:54:31",Blondesddsl père et fils,France,59950.22,75,High Value
18421,"2023-05-25 02:46:06",Alfreds Futterkiste,Germany,59934.52,75,High Value
12095,"2016-02-15 16:50:42",Bon app',France,59922.55,69,High Value
13712,"2020-07-09 07:10:46",Blondesddsl père et fils,France,59920.13,70,High Value
17402,"2023-04-18 22:00:08",Lehmanns Marktstand,Germany,59903.07,73,High Value
25060,"2015-09-19 15:19:22",Gourmet Lanchonetes,Brazil,59889.2,74,High Value
24420,"2021-01-25 17:08:28",Suprêmes délices,Belgium,59888.07,64,High Value
15365,"2023-02-01 00:51:16",Vins et alcools Chevalier,France,59867.81,75,High Value
11149,"2015-07-10 06:04:31",Lonesome Pine Restaurant,USA,59853.06,73,High Value
18253,"2023-08-19 19:00:57",Around the Horn,UK,59843.17,73,High Value
24204,"2013-04-03 16:41:07",Trail's Head Gourmet Provisioners,USA,59842.5,69,High Value
19990,"2013-12-17 04:27:49",Galería del gastrónomo,Spain,59842.35,72,High Value
24614,"2013-07-21 15:16:25",Ricardo Adocicados,Brazil,59820.52,73,High Value
20204,"2019-01-20 19:10:07",Let's Stop N Shop,USA,59808.63,73,High Value
19137,"2022-06-28 02:59:28",LILA-Supermercado,Venezuela,59804.67,72,High Value
16629,"2014-11-14 09:11:13",Suprêmes délices,Belgium,59801.4,72,High Value
20736,"2019-07-25 17:25:41",Magazzini Alimentari Riuniti,Italy,59778.2,76,High Value
14241,"2015-09-15 15:48:44",Furia Bacalhau e Frutos do Mar,Portugal,59750.18,71,High Value
15688,"2021-02-03 11:57:44",Folk och fä HB,Sweden,59745.67,69,High Value
11614,"2012-09-12 11:58:29",Godos Cocina Típica,Spain,59742.34,70,High Value
19461,"2017-10-28 13:44:53",Consolidated Holdings,UK,59734.3,76,High Value
18398,"2014-04-28 16:56:02",Queen Cozinha,Brazil,59705.1,69,High Value
15654,"2015-03-03 17:06:42",Bottom-Dollar Markets,Canada,59703.21,67,High Value
17526,"2020-11-28 20:23:28",Hungry Owl All-Night Grocers,Ireland,59691.37,60,High Value
21222,"2020-12-01 22:55:13",Du monde entier,France,59683.71,73,High Value
26448,"2013-01-28 03:33:56",The Big Cheese,USA,59677.19,72,High Value
11762,"2017-12-20 08:46:48",Laughing Bacchus Wine Cellars,Canada,59670.2,77,High Value
25950,"2023-01-02 19:16:04",Vins et alcools Chevalier,France,59648.86,69,High Value
17173,"2023-06-22 00:37:50",Familia Arquibaldo,Brazil,59646.64,60,High Value
14557,"2015-10-28 04:17:49",Island Trading,UK,59644.24,71,High Value
20912,"2016-08-27 07:31:03",Bottom-Dollar Markets,Canada,59627.69,72,High Value
